eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2012_leopoldkanaal:432:event-surgery,etn:2012_leopoldkanaal:432:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:433:event-surgery,etn:2012_leopoldkanaal:433:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:434:event-surgery,etn:2012_leopoldkanaal:434:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:435:event-surgery,etn:2012_leopoldkanaal:435:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:436:event-surgery,etn:2012_leopoldkanaal:436:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:437:event-surgery,etn:2012_leopoldkanaal:437:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:439:event-surgery,etn:2012_leopoldkanaal:439:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:440:event-surgery,etn:2012_leopoldkanaal:440:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:441:event-surgery,etn:2012_leopoldkanaal:441:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:447:event-surgery,etn:2012_leopoldkanaal:447:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:449:event-surgery,etn:2012_leopoldkanaal:449:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:450:event-surgery,etn:2012_leopoldkanaal:450:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:460:event-surgery,etn:2012_leopoldkanaal:460:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:463:event-surgery,etn:2012_leopoldkanaal:463:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:464:event-surgery,etn:2012_leopoldkanaal:464:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:465:event-surgery,etn:2012_leopoldkanaal:465:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:466:event-surgery,etn:2012_leopoldkanaal:466:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:467:event-surgery,etn:2012_leopoldkanaal:467:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:459:event-surgery,etn:2012_leopoldkanaal:459:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:468:event-surgery,etn:2012_leopoldkanaal:468:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:469:event-surgery,etn:2012_leopoldkanaal:469:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:470:event-surgery,etn:2012_leopoldkanaal:470:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:471:event-surgery,etn:2012_leopoldkanaal:471:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:472:event-surgery,etn:2012_leopoldkanaal:472:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:473:event-surgery,etn:2012_leopoldkanaal:473:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:474:event-surgery,etn:2012_leopoldkanaal:474:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:475:event-surgery,etn:2012_leopoldkanaal:475:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:476:event-surgery,etn:2012_leopoldkanaal:476:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:477:event-surgery,etn:2012_leopoldkanaal:477:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:485:event-surgery,etn:2012_leopoldkanaal:485:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:487:event-surgery,etn:2012_leopoldkanaal:487:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:443:event-surgery,etn:2012_leopoldkanaal:443:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:452:event-surgery,etn:2012_leopoldkanaal:452:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:453:event-surgery,etn:2012_leopoldkanaal:453:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:454:event-surgery,etn:2012_leopoldkanaal:454:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:455:event-surgery,etn:2012_leopoldkanaal:455:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:461:event-surgery,etn:2012_leopoldkanaal:461:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:462:event-surgery,etn:2012_leopoldkanaal:462:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:387:event-surgery,etn:2012_leopoldkanaal:387:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:388:event-surgery,etn:2012_leopoldkanaal:388:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:392:event-surgery,etn:2012_leopoldkanaal:392:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:396:event-surgery,etn:2012_leopoldkanaal:396:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:399:event-surgery,etn:2012_leopoldkanaal:399:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:229:event-surgery,etn:2012_leopoldkanaal:229:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:397:event-surgery,etn:2012_leopoldkanaal:397:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:403:event-surgery,etn:2012_leopoldkanaal:403:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:442:event-surgery,etn:2012_leopoldkanaal:442:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:446:event-surgery,etn:2012_leopoldkanaal:446:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:478:event-surgery,etn:2012_leopoldkanaal:478:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:479:event-surgery,etn:2012_leopoldkanaal:479:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:480:event-surgery,etn:2012_leopoldkanaal:480:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:481:event-surgery,etn:2012_leopoldkanaal:481:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:482:event-surgery,etn:2012_leopoldkanaal:482:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:484:event-surgery,etn:2012_leopoldkanaal:484:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:483:event-surgery,etn:2012_leopoldkanaal:483:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2272:event-surgery,etn:2013_albertkanaal:2272:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:720:event-surgery,etn:2013_albertkanaal:720:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:723:event-surgery,etn:2013_albertkanaal:723:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:722:event-surgery,etn:2013_albertkanaal:722:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:326:event-surgery,etn:2013_albertkanaal:326:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2266:event-surgery,etn:2013_albertkanaal:2266:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:330:event-surgery,etn:2013_albertkanaal:330:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2273:event-surgery,etn:2013_albertkanaal:2273:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:716:event-surgery,etn:2013_albertkanaal:716:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:727:event-surgery,etn:2013_albertkanaal:727:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:728:event-surgery,etn:2013_albertkanaal:728:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:714:event-surgery,etn:2013_albertkanaal:714:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:717:event-surgery,etn:2013_albertkanaal:717:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:718:event-surgery,etn:2013_albertkanaal:718:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:719:event-surgery,etn:2013_albertkanaal:719:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:729:event-surgery,etn:2013_albertkanaal:729:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2268:event-surgery,etn:2013_albertkanaal:2268:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2274:event-surgery,etn:2013_albertkanaal:2274:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:713:event-surgery,etn:2013_albertkanaal:713:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:331:event-surgery,etn:2013_albertkanaal:331:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:328:event-surgery,etn:2013_albertkanaal:328:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:325:event-surgery,etn:2013_albertkanaal:325:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:324:event-surgery,etn:2013_albertkanaal:324:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:334:event-surgery,etn:2013_albertkanaal:334:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:338:event-surgery,etn:2013_albertkanaal:338:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2351:event-surgery,etn:2013_albertkanaal:2351:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2352:event-surgery,etn:2013_albertkanaal:2352:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2353:event-surgery,etn:2013_albertkanaal:2353:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:346:event-surgery,etn:2013_albertkanaal:346:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2357:event-surgery,etn:2013_albertkanaal:2357:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:721:event-surgery,etn:2013_albertkanaal:721:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:329:event-surgery,etn:2013_albertkanaal:329:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2348:event-surgery,etn:2013_albertkanaal:2348:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2780:event-surgery,etn:2013_albertkanaal:2780:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2269:event-surgery,etn:2013_albertkanaal:2269:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2270:event-surgery,etn:2013_albertkanaal:2270:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:357:event-surgery,etn:2013_albertkanaal:357:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:358:event-surgery,etn:2013_albertkanaal:358:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2271:event-surgery,etn:2013_albertkanaal:2271:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:360:event-surgery,etn:2013_albertkanaal:360:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:316:event-surgery,etn:2013_albertkanaal:316:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:705:event-surgery,etn:2013_albertkanaal:705:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:704:event-surgery,etn:2013_albertkanaal:704:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:707:event-surgery,etn:2013_albertkanaal:707:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:708:event-surgery,etn:2013_albertkanaal:708:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:709:event-surgery,etn:2013_albertkanaal:709:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2785:event-surgery,etn:2013_albertkanaal:2785:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2282:event-surgery,etn:2013_albertkanaal:2282:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:350:event-surgery,etn:2013_albertkanaal:350:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2267:event-surgery,etn:2013_albertkanaal:2267:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:356:event-surgery,etn:2013_albertkanaal:356:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2786:event-surgery,etn:2013_albertkanaal:2786:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2280:event-surgery,etn:2013_albertkanaal:2280:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2788:event-surgery,etn:2013_albertkanaal:2788:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:715:event-surgery,etn:2013_albertkanaal:715:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2787:event-surgery,etn:2013_albertkanaal:2787:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:726:event-surgery,etn:2013_albertkanaal:726:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2284:event-surgery,etn:2013_albertkanaal:2284:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:725:event-surgery,etn:2013_albertkanaal:725:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:724:event-surgery,etn:2013_albertkanaal:724:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2283:event-surgery,etn:2013_albertkanaal:2283:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2276:event-surgery,etn:2013_albertkanaal:2276:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2288:event-surgery,etn:2013_albertkanaal:2288:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2285:event-surgery,etn:2013_albertkanaal:2285:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2277:event-surgery,etn:2013_albertkanaal:2277:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2287:event-surgery,etn:2013_albertkanaal:2287:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
