eventid,measurementtype,measurementvalue,measurementunit
etn:bpns:1459:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1459:event-receiver-deployment,receiver id,VR2W-123835,""
etn:bpns:1459:event-receiver-deployment,receiver drop dead date,2015-09-18,""
etn:bpns:1460:event-receiver-deployment,receiver drop dead date,2015-09-18,""
etn:bpns:1460:event-receiver-deployment,receiver id,VR2W-123835,""
etn:bpns:1460:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1460:event-receiver-deployment,receiver status,available,""
etn:bpns:1460:event-receiver-deployment,receiver intended coordinates,"latitude: 51.75700, longitude: 2.66533",""
etn:bpns:1461:event-receiver-deployment,receiver intended coordinates,"latitude: 51.48533, longitude: 2.29867",""
etn:bpns:1461:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1461:event-receiver-deployment,receiver drop dead date,2015-09-18,""
etn:bpns:1461:event-receiver-deployment,receiver status,broken,""
etn:bpns:1461:event-receiver-deployment,receiver id,VR2W-123833,""
etn:bpns:1483:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1483:event-receiver-deployment,receiver status,lost,""
etn:bpns:1483:event-receiver-deployment,receiver drop dead date,2016-07-28,""
etn:bpns:1483:event-receiver-deployment,receiver id,VR2AR-545719,""
etn:bpns:1485:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1485:event-receiver-deployment,receiver id,VR2W-110778,""
etn:bpns:1485:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35067, longitude: 2.70367",""
etn:bpns:1485:event-receiver-deployment,receiver drop dead date,2015-12-11,""
etn:bpns:1485:event-receiver-deployment,receiver status,active,""
etn:bpns:1518:event-receiver-deployment,receiver id,VR2AR-545718,""
etn:bpns:1518:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1518:event-receiver-deployment,receiver drop dead date,2016-07-28,""
etn:bpns:1518:event-receiver-deployment,receiver status,available,""
etn:bpns:1519:event-receiver-deployment,receiver id,VR2AR-545720,""
etn:bpns:1519:event-receiver-deployment,receiver intended coordinates,"latitude: 51.66739, longitude: 2.79966",""
etn:bpns:1519:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1519:event-receiver-deployment,receiver status,active,""
etn:bpns:1519:event-receiver-deployment,receiver drop dead date,2016-07-28,""
etn:bpns:1537:event-receiver-deployment,receiver status,lost,""
etn:bpns:1537:event-receiver-deployment,receiver drop dead date,2016-08-11,""
etn:bpns:1537:event-receiver-deployment,receiver id,VR2W-127111,""
etn:bpns:1537:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1538:event-receiver-deployment,receiver intended coordinates,"latitude: 51.22167, longitude: 2.51868",""
etn:bpns:1538:event-receiver-deployment,receiver id,VR2Tx-480062,""
etn:bpns:1538:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1538:event-receiver-deployment,receiver status,lost,""
etn:bpns:1538:event-receiver-deployment,receiver drop dead date,2016-08-11,""
etn:bpns:1545:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1545:event-receiver-deployment,receiver id,VR2W-123828,""
etn:bpns:1545:event-receiver-deployment,receiver status,active,""
etn:bpns:1546:event-receiver-deployment,receiver intended coordinates,"latitude: 51.28717, longitude: 2.87917",""
etn:bpns:1546:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1546:event-receiver-deployment,receiver drop dead date,2016-09-25,""
etn:bpns:1546:event-receiver-deployment,receiver status,broken,""
etn:bpns:1546:event-receiver-deployment,receiver id,VR2W-123827,""
etn:bpns:1547:event-receiver-deployment,receiver id,VR2W-123822,""
etn:bpns:1547:event-receiver-deployment,receiver status,broken,""
etn:bpns:1547:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1548:event-receiver-deployment,receiver status,available,""
etn:bpns:1548:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1548:event-receiver-deployment,receiver id,VR2W-107448,""
etn:bpns:1548:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1549:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1549:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1549:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35633, longitude: 2.51867",""
etn:bpns:1549:event-receiver-deployment,receiver status,broken,""
etn:bpns:1549:event-receiver-deployment,receiver id,VR2W-106251,""
etn:bpns:1550:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1550:event-receiver-deployment,receiver status,broken,""
etn:bpns:1550:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1550:event-receiver-deployment,receiver id,VR2W-108474,""
etn:bpns:1551:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1551:event-receiver-deployment,receiver intended coordinates,"latitude: 51.39967, longitude: 3.17367",""
etn:bpns:1551:event-receiver-deployment,receiver status,active,""
etn:bpns:1551:event-receiver-deployment,receiver id,VR2W-123829,""
etn:bpns:1553:event-receiver-deployment,receiver id,VR2W-110779,""
etn:bpns:1553:event-receiver-deployment,receiver status,active,""
etn:bpns:1553:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1553:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43250, longitude: 2.80200",""
etn:bpns:1553:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1554:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1554:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1554:event-receiver-deployment,receiver status,lost,""
etn:bpns:1554:event-receiver-deployment,receiver id,VR2W-114312,""
etn:bpns:1555:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1555:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1555:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46117, longitude: 3.10700",""
etn:bpns:1555:event-receiver-deployment,receiver status,lost,""
etn:bpns:1555:event-receiver-deployment,receiver id,VR2W-110784,""
etn:bpns:1556:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1556:event-receiver-deployment,receiver status,active,""
etn:bpns:1556:event-receiver-deployment,receiver id,VR2W-123823,""
etn:bpns:1557:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1557:event-receiver-deployment,receiver status,lost,""
etn:bpns:1557:event-receiver-deployment,receiver intended coordinates,"latitude: 51.37617, longitude: 3.17867",""
etn:bpns:1557:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1557:event-receiver-deployment,receiver id,VR2W-123826,""
etn:bpns:1631:event-receiver-deployment,receiver id,VR2W-115428,""
etn:bpns:1631:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1631:event-receiver-deployment,receiver status,available,""
etn:bpns:1631:event-receiver-deployment,receiver drop dead date,2016-12-29,""
etn:bpns:1633:event-receiver-deployment,receiver id,VR2W-127110,""
etn:bpns:1633:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1633:event-receiver-deployment,receiver status,lost,""
etn:bpns:1633:event-receiver-deployment,receiver drop dead date,2017-01-06,""
etn:bpns:1634:event-receiver-deployment,receiver id,VR2Tx-480061,""
etn:bpns:1634:event-receiver-deployment,receiver drop dead date,2017-01-08,""
etn:bpns:1634:event-receiver-deployment,receiver status,active,""
etn:bpns:1634:event-receiver-deployment,receiver intended coordinates,"latitude: 51.39550, longitude: 2.49650",""
etn:bpns:1634:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1635:event-receiver-deployment,receiver id,VR2W-114258,""
etn:bpns:1635:event-receiver-deployment,receiver intended coordinates,"latitude: 51.37617, longitude: 3.17867",""
etn:bpns:1635:event-receiver-deployment,receiver status,active,""
etn:bpns:1635:event-receiver-deployment,receiver drop dead date,2017-01-26,""
etn:bpns:1635:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1651:event-receiver-deployment,receiver id,VR2C-450114,""
etn:bpns:1651:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1651:event-receiver-deployment,receiver status,available,""
etn:bpns:1651:event-receiver-deployment,receiver intended coordinates,"latitude: 51.67167, longitude: 2.79697",""
etn:bpns:1652:event-receiver-deployment,receiver status,lost,""
etn:bpns:1652:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1652:event-receiver-deployment,receiver id,VR2C-450116,""
etn:bpns:1653:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35633, longitude: 2.51867",""
etn:bpns:1653:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1653:event-receiver-deployment,receiver status,broken,""
etn:bpns:1653:event-receiver-deployment,receiver id,VR2W-106251,""
etn:bpns:1654:event-receiver-deployment,receiver id,VR2W-110783,""
etn:bpns:1654:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1654:event-receiver-deployment,receiver status,broken,""
etn:bpns:1655:event-receiver-deployment,receiver id,VR2W-110783,""
etn:bpns:1655:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1655:event-receiver-deployment,receiver status,broken,""
etn:bpns:1668:event-receiver-deployment,receiver id,VR2C-450111,""
etn:bpns:1668:event-receiver-deployment,receiver status,broken,""
etn:bpns:1668:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1668:event-receiver-deployment,receiver intended coordinates,"latitude: 51.56667, longitude: 2.98333",""
etn:bpns:1677:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40660, longitude: 3.45900",""
etn:bpns:1677:event-receiver-deployment,receiver status,returned to manufacturer,""
etn:bpns:1677:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1677:event-receiver-deployment,receiver id,VR2AR-545564,""
etn:bpns:1678:event-receiver-deployment,receiver id,VR2W-110779,""
etn:bpns:1678:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43250, longitude: 2.80200",""
etn:bpns:1678:event-receiver-deployment,receiver status,active,""
etn:bpns:1678:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1679:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43250, longitude: 2.80200",""
etn:bpns:1679:event-receiver-deployment,receiver id,VR2W-110779,""
etn:bpns:1679:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1679:event-receiver-deployment,receiver status,active,""
etn:bpns:1680:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43250, longitude: 2.80200",""
etn:bpns:1680:event-receiver-deployment,receiver status,active,""
etn:bpns:1680:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1680:event-receiver-deployment,receiver id,VR2W-110779,""
etn:bpns:1681:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46117, longitude: 3.10700",""
etn:bpns:1681:event-receiver-deployment,receiver id,VR2W-110784,""
etn:bpns:1681:event-receiver-deployment,receiver status,lost,""
etn:bpns:1681:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1682:event-receiver-deployment,receiver status,lost,""
etn:bpns:1682:event-receiver-deployment,receiver id,VR2W-110784,""
etn:bpns:1682:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1682:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46117, longitude: 3.10700",""
etn:bpns:1686:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1686:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1686:event-receiver-deployment,receiver status,broken,""
etn:bpns:1686:event-receiver-deployment,receiver id,VR2W-108474,""
etn:bpns:1688:event-receiver-deployment,receiver status,available,""
etn:bpns:1688:event-receiver-deployment,receiver drop dead date,2016-07-28,""
etn:bpns:1688:event-receiver-deployment,receiver id,VR2AR-545718,""
etn:bpns:1688:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1689:event-receiver-deployment,receiver intended coordinates,"latitude: 51.67167, longitude: 2.79697",""
etn:bpns:1689:event-receiver-deployment,receiver id,VR2C-450114,""
etn:bpns:1689:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1689:event-receiver-deployment,receiver status,available,""
etn:bpns:1690:event-receiver-deployment,receiver drop dead date,2015-04-21,""
etn:bpns:1690:event-receiver-deployment,receiver status,available,""
etn:bpns:1690:event-receiver-deployment,receiver id,VR2C-450136,""
etn:bpns:1690:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1704:event-receiver-deployment,receiver id,VR2W-114312,""
etn:bpns:1704:event-receiver-deployment,receiver status,lost,""
etn:bpns:1704:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1704:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1705:event-receiver-deployment,receiver drop dead date,2016-12-29,""
etn:bpns:1705:event-receiver-deployment,receiver id,VR2W-115428,""
etn:bpns:1705:event-receiver-deployment,receiver status,available,""
etn:bpns:1705:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1706:event-receiver-deployment,receiver drop dead date,2016-12-29,""
etn:bpns:1706:event-receiver-deployment,receiver id,VR2W-115428,""
etn:bpns:1706:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1706:event-receiver-deployment,receiver status,available,""
etn:bpns:1707:event-receiver-deployment,receiver id,VR2W-115428,""
etn:bpns:1707:event-receiver-deployment,receiver status,available,""
etn:bpns:1707:event-receiver-deployment,receiver drop dead date,2016-12-29,""
etn:bpns:1707:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1786:event-receiver-deployment,receiver id,VR2W-123814,""
etn:bpns:1786:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1786:event-receiver-deployment,receiver drop dead date,2017-02-06,""
etn:bpns:1786:event-receiver-deployment,receiver intended coordinates,"latitude: 51.16017, longitude: 2.69183",""
etn:bpns:1786:event-receiver-deployment,receiver status,available,""
etn:bpns:1796:event-receiver-deployment,receiver status,lost,""
etn:bpns:1796:event-receiver-deployment,receiver id,VR2W-123826,""
etn:bpns:1796:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1796:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1797:event-receiver-deployment,receiver id,VR2W-123826,""
etn:bpns:1797:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:1797:event-receiver-deployment,receiver drop dead date,2016-09-26,""
etn:bpns:1797:event-receiver-deployment,receiver status,lost,""
etn:bpns:1798:event-receiver-deployment,receiver intended coordinates,"latitude: 51.48533, longitude: 2.29867",""
etn:bpns:1798:event-receiver-deployment,receiver id,VR2W-123833,""
